MGM_BLD_PK|FLR_MAIN_PURPS_CD|FLR_MAIN_PURPS_CD_NM|FLR_TOTAREA|FLR_RAT|MAIN_PURPS_CD|H_PSU|H_ETC
36110-11957|01001|단독주택|91|100|01000|-0|-0
36110-11958|01001|단독주택|35.1|100|01000|-0|-0
36110-11959|01001|단독주택|30.74|100|01000|-0|-0
36110-11962|01001|단독주택|44.3|100|01000|-0|-0
36110-11963|21101|축사|563.76|100|21000|-0|-0
36110-11964|21203|관리사|221.4|100|21000|-0|-0
36110-11969|04001|일반음식점|127.2|51.7409697364139|17000|0.999125268497209|0.999125268497209
36110-11970|17100|일반공장|875.12|100|17000|-0|0.988993682798272
36110-11971|21999|기타동식물관련시설|171|100|21000|-0|-0
36110-11972|21999|기타동식물관련시설|360|100|21000|-0|-0
36110-11973|21101|축사|576|100|21000|-0|-0
36110-11974|03022|마을공동작업소|162|100|21000|-0|-0
36110-11975|21999|기타동식물관련시설|221.12|100|21000|-0|-0
36110-11976|21101|축사|990|100|21000|-0|-0
36110-11977|21101|축사|567|100|21000|-0|-0
36110-11982|21101|축사|240|100|21000|-0|-0
36110-11983|21101|축사|259|100|21000|-0|-0
36110-11984|21999|기타동식물관련시설|390|100|21000|-0|-0
36110-11985|21101|축사|294|100|21000|-0|-0
36110-11986|18001|창고|347.64|100|18000|-0|-0
36110-11987|18001|창고|1155.6|72.6198705460944|04000|0.846866526069992|0.846866526069992
36110-11988|01001|단독주택|122.56|100|01000|-0|-0
36110-11989|01001|단독주택|23.68|100|01000|-0|-0
36110-11992|04402|사무소|84|100|04000|-0|-0
36110-11993|04499|기타사무소|186.3|100|04000|-0|-0
36110-11994|19004|위험물저장소|84|100|19000|-0|-0
36110-11995|19004|위험물저장소|84|100|19000|-0|-0
36110-11996|19999|기타위험물저장처리시설|246.99|100|19000|-0|0.997474544148979
36110-11998|03002|휴게음식점|384.48|100|04000|-0|-0
36110-11999|04006|수리점|108|100|04000|-0|-0
36110-12000|01001|단독주택|99.82|100|01000|-0|-0
36110-12001|03029|제과점|48.8|100|03000|-0|-0
36110-12002|03001|소매점|105|100|03000|-0|-0
36110-12003|04001|일반음식점|107.36|50.6462873856024|04000|1.31697530676211|1.68697548277211
36110-12004|01001|단독주택|93.9|100|01000|-0|-0
36110-12005|01001|단독주택|26.75|66.4596273291926|01000|0.920352327420518|0.920352327420518
36110-12006|18001|창고|81.02|100|18000|-0|-0
36110-12007|18001|창고|81.02|100|18000|-0|-0
36110-12009|04001|일반음식점|173.58|60.2875798833009|04000|0.969243482862753|0.969243482862753
36110-12011|17999|기타공장|318.35|58.0559861402389|17000|0.981192259687323|-0
36110-12012|04005|제조업소|133.9|100|04000|-0|-0
36110-12013|04005|제조업소|148.32|100|04000|-0|-0
36110-12017|01001|단독주택|21.16|100|01000|-0|-0
36110-12018|01001|단독주택|33.06|100|01000|-0|-0
36110-12019|01001|단독주택|31.5|100|01000|-0|-0
36110-12020|01001|단독주택|66|100|01000|-0|-0
36110-12021|01001|단독주택|32|100|01000|-0|-0
36110-12022|18001|창고|27.3|100|18000|-0|-0
36110-12023|21101|축사|27|100|21000|-0|-0
36110-12024|01001|단독주택|92.19|100|01000|-0|-0
36110-12027|21101|축사|84|100|21000|-0|-0
36110-12028|01001|단독주택|95.6|100|01000|-0|-0
36110-12029|19999|기타위험물저장처리시설|26.4|100|19000|-0|-0
36110-12030|19999|기타위험물저장처리시설|18.6|100|19000|-0|-0
36110-12033|21101|축사|115.05|100|21000|-0|-0
36110-12034|18001|창고|152|100|21000|-0|-0
36110-12035|21101|축사|197.37|100|21000|-0|-0
36110-12036|21101|축사|131.88|100|21000|-0|-0
36110-12037|01001|단독주택|84.25|100|01000|-0|0.396296776722755
36110-12038|21999|기타동식물관련시설|73.81|100|21000|-0|-0
